filename,width,height,class,xmin,ymin,xmax,ymax
20220709_000747_jpg.rf.c016b8a9216ca6b7866ac4cf3fd413e8.jpg,640,640,unf,164,104,474,552
20220708_204538_jpg.rf.c0084eccec01c69d93a45db14e7cc7ee.jpg,640,640,fer,188,242,388,470
INFERTILE-LEFT-218_jpg.rf.c01289f8be6f0a2b01d740f78be45036.jpg,640,640,unf,136,116,576,478
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,367,464,505,540
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,385,403,532,488
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,409,346,542,427
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,420,287,552,367
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,438,232,569,311
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,449,182,579,258
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,242,435,375,514
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,254,372,398,457
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,277,315,421,400
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,296,254,433,337
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,321,203,452,282
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,329,153,465,229
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,121,405,255,482
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,130,342,266,423
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,144,284,283,366
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,165,225,306,307
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,192,176,330,255
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,209,127,339,201
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,12,374,134,448
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,9,309,146,390
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,25,254,158,336
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,50,200,179,278
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,70,149,191,225
2022_12_18_11_48_33_jpg.rf.bfbf6653a39868fc1c4dc5b3d903e799.jpg,640,640,fer,97,105,221,177
FERTILE-DOWN-202_jpg.rf.c019b7eef59a600455bde187417b26a3.jpg,640,640,fer,178,106,508,558
INFERTILE-LEFT-185_jpg.rf.c01cdd3006546314f6a4e81e1626cb5c.jpg,640,640,unf,60,120,462,448
20220701_194736_jpg.rf.c02457baf44a5678240e77fd0b556bf8.jpg,640,640,fer,223,225,369,388
IMG_20231218_135954_jpg.rf.c021080151204eef03eb9242455727ba.jpg,640,640,unf,235,92,426,293
received_1074248553698870_jpeg_jpg.rf.c022027967eee368889bba6041f7a400.jpg,640,640,fer,217,168,449,414
INFERTILE-RIGHT-227_jpg.rf.c034f99b127de6548e4b46dc91ed4e8e.jpg,640,640,unf,48,192,458,502
IMG_20231218_141600_1_jpg.rf.c03a0a6f6c4303323cbc5e8777be157a.jpg,640,640,fer,186,112,382,310
FERTILE-DOWN-218_jpg.rf.c0320adb608721adab06e8eb2d24474c.jpg,640,640,fer,132,62,502,508
IMG20231218141058_jpg.rf.c02a48d94313d2f57f9910dd615723e6.jpg,640,640,fer,160,31,448,329
INFERTILE-RIGHT-055_jpg.rf.c027a71b56a56d5a2a7209fa3e1d108e.jpg,640,640,unf,118,120,524,520
fertile_-186-_jpg.rf.c042fdd49e051d54508d8cb6978b4cc7.jpg,640,640,unf,240,137,429,474
FERTILE-DOWN-010_jpg.rf.c045b3d3ae0ce60d231630ffbb1448ed.jpg,640,640,fer,186,198,517,546
INFERTILE-RIGHT-180_jpg.rf.c046df8977549cd49ce7917aaa1c92c4.jpg,640,640,unf,116,148,558,462
IMG20231218140925_jpg.rf.c04314b4613126dc017cc23189fca89d.jpg,640,640,unf,216,274,340,406
FERTILE-LEFT-104_jpg.rf.c04b83ca344d87fd39baf6e82b9679d4.jpg,640,640,fer,82,200,484,526
20220701_194036_jpg.rf.c04c5359cd1ba1868e6027b42a83a607.jpg,640,640,fer,233,102,427,354
20220625_232553_jpg.rf.c04bdde49a25d3dd7ab62afd698bd170.jpg,640,640,fer,217,218,378,438
IMG_20231218_141752_1_jpg.rf.bfbff993e75bde47fa933e4c647a133b.jpg,640,640,unf,227,181,385,353
20220627_195713_jpg.rf.c04f3cfbf4f74ed5d5ad021017d24d22.jpg,640,640,fer,245,277,401,473
Screenshot-2023-10-27-092214_png_jpg.rf.bfc4055427e3b1a7639dd7104d1be695.jpg,640,640,unf,56,58,580,618
20220627_201223_jpg.rf.c05d0019d19cc1b64f438fe424ea5a73.jpg,640,640,fer,225,192,402,416
20220630_220945_jpg.rf.c03f76ac9c3cedf38ed0b3dce7a38c6c.jpg,640,640,fer,188,168,367,491
INFERTILE-RIGHT-029_jpg.rf.c03cf8c3aa25c37212ce7bf04d2a8831.jpg,640,640,unf,148,170,612,514
20220707_212232_jpg.rf.c05f11fca7ce66438aeca09e5ddc8779.jpg,640,640,fer,186,129,382,394
IMG_20231218_140924_1_jpg.rf.c051ef0653c9293be121257c4a7db1af.jpg,640,640,unf,168,236,412,484
IMG_20231218_140130_2_jpg.rf.bfc0f4645344d49f9d50be76a54aa319.jpg,640,640,unf,216,217,332,327
IMG_20231218_140728_1_jpg.rf.c05fbaaa9319b705d099202448675327.jpg,640,640,fer,272,219,426,367
IMG20231218141653_jpg.rf.c061957af1c822e875de13e37e6d51fd.jpg,640,640,fer,324,236,532,444
IMG_20231218_140851_1_jpg.rf.c063faeace178a1927f6fff6e67d0e2d.jpg,640,640,unf,211,155,405,357
received_370349742193531_jpeg_jpg.rf.c06c6d0079871c3f50033874476ff873.jpg,640,640,fer,192,262,380,464
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,141,105,192,231
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,198,87,256,226
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,259,86,316,211
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,319,87,375,210
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,377,76,434,206
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,433,84,483,209
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,139,231,195,356
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,200,222,259,357
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,261,211,319,348
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,324,208,382,337
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,382,206,437,331
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,437,207,486,333
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,146,353,197,478
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,206,354,262,484
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,262,353,321,484
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,326,337,384,476
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,384,333,439,467
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,439,329,490,459
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,154,479,204,595
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,212,485,268,604
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,269,483,325,607
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,329,470,383,591
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,384,471,438,586
2022_12_18_11_54_26_jpg.rf.c0406cdb6d43368b3cdabe57b5dc3cb8.jpg,640,640,fer,438,454,487,569
IMG20231218141146_jpg.rf.c0660d6894045816956ee0ccf1360133.jpg,640,640,fer,50,212,312,462
20220625_013135_jpg.rf.c05b3d4c7dc2e14a2d303cd4de3f8cd4.jpg,640,640,unf,186,194,334,392
IMG_20220805_235258_jpg.rf.bfc03e7e954e1883c15213dc700aa328.jpg,640,640,fer,222,82,486,450
IMG_20231218_140851_2_jpg.rf.bfc4b606e94c71618b47933af8e8415a.jpg,640,640,unf,251,127,424,311
20220630_215242_jpg.rf.c06e79d69111e93f3fe8478b394c2a37.jpg,640,640,fer,257,220,391,413
FERTILE-LEFT-226_jpg.rf.bfc275a56a58c4ae00c2c0ce43b69784.jpg,640,640,fer,86,148,560,504
IMG_20231218_140728_1_jpg.rf.c072c1ffc7f0754527ab3d7aa5e87c2a.jpg,640,640,fer,272,273,426,421
20220630_215602_jpg.rf.c0734b929f052a695fe9b936138101f7.jpg,640,640,fer,188,266,382,522
20220627_201527_jpg.rf.bfc020ac86953703fa60113e987bace1.jpg,640,640,fer,226,159,398,365
IMG_20231218_141427_1_jpg.rf.c0608ca05ad42f81b6ebf2c089c4e156.jpg,640,640,unf,186,220,412,454
IMG_20231218_140746_jpg.rf.bfcbb9d8f6dc4073a709fa03005eb47e.jpg,640,640,fer,182,284,320,422
IMG_20220723_011754_jpg.rf.bfd5ab8155a7a1f313a35828f0c86257.jpg,640,640,unf,173,179,425,494
20220625_012207_jpg.rf.bfce8897e3ff64df316266ec39874479.jpg,640,640,unf,196,202,332,386
received_326860940238273_jpeg_jpg.rf.c0802e3828f4f03392e9c569e4567265.jpg,640,640,unf,148,152,388,428
IMG_20231218_141344_jpg.rf.bfd7051031a36691c8ef737ea6fec8b1.jpg,640,640,unf,200,228,404,453
download-19-_jpg.rf.c07dff38d9be95d7b90b03cc99d34775.jpg,640,640,unf,232,6,466,498
IMG_20231218_140852_jpg.rf.c07a64eae77406092fe41e762b11a0c8.jpg,640,640,unf,224,146,424,352
20220625_233724_jpg.rf.bfc08a510e865ec4c26a2ed1dcd247c5.jpg,640,640,fer,226,218,388,428
20220623_230220_jpg.rf.c06ceb5eb337ce3d2c36142a8aadf721.jpg,640,640,unf,237,239,372,419
IMG_20231218_141504_2_jpg.rf.c0808e5cf02d44f9ce88162c9178c427.jpg,640,640,unf,186,184,408,412
FERTILE-DOWN-241_jpg.rf.c07354a71fd8a0871a0568be0addd6b9.jpg,640,640,fer,130,16,488,520
20220625_012628_jpg.rf.bfce621b8741dc9b92c0869eebdc38a6.jpg,640,640,unf,214,239,342,405
FERTILE-DOWN-157_jpg.rf.c08e6c8810340b45087f591a43ffa444.jpg,640,640,fer,184,209,479,577
FERTILE-LEFT-082_jpg.rf.c08bd39bef1dc34c7288240993d1e70f.jpg,640,640,fer,108,212,480,562
IMG20231218141847_jpg.rf.c079866a345b5ef73629c4688ba4e47a.jpg,640,640,unf,180,196,421,449
FERTILE-LEFT-032_jpg.rf.c083ac22abfe5ac809724d9d6b8c287d.jpg,640,640,fer,57,157,555,468
IMG_20231218_141146_jpg.rf.c08f2ec381ebeb8cdc46ecac9eac5fd5.jpg,640,640,fer,252,297,515,561
FERTILE-DOWN-116_jpg.rf.bfcca97621d1af22c404df4e03c5694d.jpg,640,640,fer,164,104,518,456
20220707_205823_jpg.rf.c09886279f4c0498deb53828cc80f430.jpg,640,640,fer,224,84,457,389
20220629_211624_jpg.rf.c08fc61ef3ed202234d3cb3b904097e3.jpg,640,640,fer,257,222,472,588
FERTILE-LEFT-014_jpg.rf.c09499194231cc3872ce0a91155f2d0c.jpg,640,640,fer,32,164,462,472
IMG20231218141508_jpg.rf.c098e391b9f6a60ffd0baa79e7ec69ab.jpg,640,640,fer,144,164,388,398
received_748110673865094_jpeg_jpg.rf.c0949573e354e64cd79fd5d897d162df.jpg,640,640,unf,220,172,409,368
INFERTILE-RIGHT-166_jpg.rf.c0828bef9f551fc53d7885abf8fe44d4.jpg,640,640,unf,107,140,575,507
IMG20231218141543_jpg.rf.c098ae4fc9a2c2d722951c80d941dbf0.jpg,640,640,fer,226,185,448,416
INFERTILE-LEFT-108_jpg.rf.c099071b028618544e1a0290cf1b7f90.jpg,640,640,unf,88,182,454,508
IMG_20220730_214949_jpg.rf.c099487fd1f3f0f6822edb74719215eb.jpg,640,640,fer,183,90,427,382
IMG_20240525_134538_jpg.rf.bfc79bde2a5bf9f4b94ddecdf86e875b.jpg,640,640,unf,201,195,493,500
FERTILE-LEFT-105_jpg.rf.c09cea1d62cf1ea84b62bc7d53f708a7.jpg,640,640,fer,70,162,478,442
20220626_181751_jpg.rf.c09b7456b078cd43e091555ce952f340.jpg,640,640,fer,210,253,372,461
FERTILE-LEFT-221_jpg.rf.c0a280e60fdfc6d74b1782d9fe1ffd32.jpg,640,640,fer,78,134,564,484
FERTILE-UP-001_jpg.rf.c0a43e9ec6fecbb164bbf3cbc12bf444.jpg,640,640,fer,180,160,496,558
INFERTILE-LEFT-162_jpg.rf.c0a165a7899cc28d29430abbc8d6c823.jpg,640,640,unf,52,168,496,520
IMG_20231218_140921_1_jpg.rf.c0ab992c1dd9e0d80d1ebefc83477ce2.jpg,640,640,unf,161,281,292,412
Screenshot-2023-10-27-090942_png_jpg.rf.c0a57983edf4fcb1e64faef774f62990.jpg,640,640,fer,60,80,586,544
INFERTILE-LEFT-064_jpg.rf.c0afe7a604102739a5135e487d4b04a3.jpg,640,640,unf,40,142,508,478
INFERTILE-RIGHT-095_jpg.rf.c0a96fc442585f89d5b6475602e0cd39.jpg,640,640,unf,150,152,574,490
h10-0-muerto-dia12_jpg.rf.c0ba353063fe6833d934736cd8faef93.jpg,640,640,unf,214,232,448,546
FERTILE-LEFT-129_jpg.rf.c0af82b91afc03b33da69165d27cd1e0.jpg,640,640,fer,110,206,470,526
20220630_215257_jpg.rf.c0bc637eb2b117f9f3d726fe4e0f62c8.jpg,640,640,fer,208,173,377,376
20220701_194424_jpg.rf.c0af6f6d2c164cf978b202fefd6d357d.jpg,640,640,fer,249,192,400,374
INFERTILE-RIGHT-162_jpg.rf.c0c19955dd52b602f75e456fa822c07a.jpg,640,640,unf,138,144,490,590
IMG_20231218_141043_jpg.rf.c0c14ff4c62a01e5bb31608c2dc966be.jpg,640,640,unf,321,324,476,481
IMG_20231218_140924_jpg.rf.c0bfed3df38e8b327e7c7a5b600535bf.jpg,640,640,unf,164,287,289,401
IMG_20231218_141404_jpg.rf.c0c01d4cd1a55c43031045a310bf0dae.jpg,640,640,unf,175,145,354,336
20220626_180939_jpg.rf.c0c7be83057561e64eee7b018c069df1.jpg,640,640,fer,229,171,414,499
IMG_20231218_141325_jpg.rf.c0c5d47d42dad20da82de9e080ba33d2.jpg,640,640,unf,237,170,433,378
20220629_211646_jpg.rf.c0cc9e3b3bb9f8a8af74bc843a987bc6.jpg,640,640,fer,162,88,482,476
IMG_20231218_141559_jpg.rf.c0c8e2e53ef3874b1492efc155bba3a1.jpg,640,640,fer,241,168,448,391
20220628_201142_jpg.rf.c0cafb400bd61aebed4a16f1898d66a2.jpg,640,640,fer,208,162,401,400
20220630_220838_jpg.rf.c0c9bf9b01a5963757c4a7a820d744d5.jpg,640,640,fer,95,91,460,543
20220707_205950_jpg.rf.c0d01c05957f7c44e72e7bcb0baf61b4.jpg,640,640,fer,199,163,441,435
20220709_000735_jpg.rf.c0d26abccefb667d55e1a053a0ada1c1.jpg,640,640,unf,226,74,484,428
20220701_194129_jpg.rf.c0d1e1adf6c1d8b621976ced90002af6.jpg,640,640,fer,82,251,546,515
IMG_20220801_210758_jpg.rf.c0d3bb41e85b344b62a6f352d8f25c28.jpg,640,640,fer,204,190,442,520
13_jpg.rf.c0d6396faa922ef81b49a74448b96089.jpg,640,640,unf,134,79,416,547
FERTILE-LEFT-242_jpg.rf.c0dc27f8990e52f21024013db8895e83.jpg,640,640,fer,58,108,556,486
IMG20231218140924_jpg.rf.c0e18c96f0786eb37fa11c9f134019e1.jpg,640,640,unf,280,232,402,354
INFERTILE-LEFT-198_jpg.rf.c0e2aff2236915436b882ec211f92b95.jpg,640,640,unf,40,170,466,478
62_jpg.rf.c0dd5dc7a1ad1164bde016231020b0a0.jpg,640,640,unf,170,272,496,526
INFERTILE-LEFT-145_jpg.rf.c0da0b4cf062ff0dc0f7315935f50fce.jpg,640,640,unf,40,178,564,534
IMG_20240525_131602_jpg.rf.c0e630c80107cb5a47a291c67c6f50ec.jpg,640,640,unf,223,222,422,418
IMG_20231218_140132_jpg.rf.c0efeeb82035d1eaddf208f967e7d094.jpg,640,640,unf,94,236,322,458
20220707_212048_jpg.rf.c0eb6b12d9a1fd8b4d03ad207a139209.jpg,640,640,fer,218,155,412,403
IMG_20240525_134010_jpg.rf.c0f1d15eed23686d1794153d2e4b7348.jpg,640,640,unf,251,181,510,450
IMG_20231218_140850_2_jpg.rf.c0e738ecb406fea46d3cd2def5fc1806.jpg,640,640,unf,296,309,464,473
20220709_225739_jpg.rf.c0ee9253a09102bf98752080d6201901.jpg,640,640,fer,162,87,498,543
IMG_20231218_141859_jpg.rf.c0fd5884a9c1e9195bf779f914f8bb37.jpg,640,640,unf,202,152,432,382
IMG_20231218_141542_1_jpg.rf.c0f7508422a0f23de600475152f6fd5f.jpg,640,640,fer,344,270,520,464
20220707_211445_jpg.rf.c1127ad80a9ef9da0356f596c08b112c.jpg,640,640,fer,198,72,462,420
FERTILE-DOWN-006_jpg.rf.c10c9a4e38b9957ad66cea1fbc183800.jpg,640,640,fer,182,153,479,579
IMG_20231218_141850_jpg.rf.c10cdfe87c23e195cfa2c8cce23e75f7.jpg,640,640,fer,216,152,408,350
IMG_20231218_141147_jpg.rf.c0f494bfef32b75d6e9624c5eec53432.jpg,640,640,fer,201,221,427,451
IMG_20231218_141507_jpg.rf.c117cb9ec1c8d5b90a0ccd86a8c4b843.jpg,640,640,fer,201,236,435,473
received_873918937510011_jpeg_jpg.rf.c115ce32a633f26b617951809fc78181.jpg,640,640,unf,182,183,354,357
INFERTILE-RIGHT-099_jpg.rf.c1148e233a99807a6f67e601ff973ce7.jpg,640,640,unf,42,176,530,534
20220701_194501_jpg.rf.c11c044b98e51f66d3bdcf72b072036a.jpg,640,640,fer,229,214,401,426
IMG_20231218_140905_jpg.rf.c11e33d70418cf62a0dcea85c1899b52.jpg,640,640,unf,214,311,390,495
FERTILE-LEFT-036_jpg.rf.c11b6bd5e54d645c43a853b57b12c419.jpg,640,640,fer,58,194,532,512
20220707_211223_jpg.rf.c121ce245fca196a5e78bbe48c5c30e3.jpg,640,640,fer,183,208,449,530
INFERTILE-RIGHT-088_jpg.rf.c11f47db6bd6ab71954321e696f0f53d.jpg,640,640,unf,186,152,570,484
IMG_20231218_141834_jpg.rf.c124312be981f6741bf8c1f2074079e0.jpg,640,640,unf,292,310,430,456
20220626_182301_jpg.rf.c12420d8dc111a226072e91f8cf17553.jpg,640,640,fer,245,258,388,445
FERTILE-LEFT-140_jpg.rf.c135db101493fb70034487e5366c49f6.jpg,640,640,fer,62,120,476,434
FERTILE-DOWN-224_jpg.rf.c13aeebbd21153b97372041fb81fe414.jpg,640,640,fer,155,53,510,539
IMG_20231218_141650_jpg.rf.c1367455a128c1e5733d21134307678d.jpg,640,640,fer,247,209,479,441
received_1042895086993347_jpeg_jpg.rf.c12edf1c78fdab2dce6a2b87826a9992.jpg,640,640,fer,203,170,424,416
FERTILE-DOWN-042_jpg.rf.c1347bd13e2c406fb4c494caf7f813a1.jpg,640,640,fer,100,139,500,511
IMG20231218141325_jpg.rf.c13f2c3254e0ffe260be274a917b5315.jpg,640,640,unf,270,257,505,486
20220708_204219_jpg.rf.c1420ae346bc3a5d6a1113b19fb1986f.jpg,640,640,fer,198,231,434,547
FERTILE-LEFT-177_jpg.rf.c1346d72d9f83464dcfb5b5ea1d8055e.jpg,640,640,fer,106,138,520,488
IMG_20231218_140634_2_jpg.rf.c13b46788ed53ce9b871fe7cb05a95e8.jpg,640,640,fer,173,204,359,392
INFERTILE-RIGHT-063_jpg.rf.c12ced7e8963bbc7f739f10111d73c64.jpg,640,640,unf,104,132,588,458
IMG20231218140947_jpg.rf.c145a405da46857db8cc5ea988f8af2e.jpg,640,640,unf,264,200,412,364
IMG_20231218_140745_1_jpg.rf.c14d62ab7e7412528e4f85e817558f16.jpg,640,640,fer,220,235,454,477
550px-nowatermark-Candle-an-Egg-Step-4-Version-3_jpg.rf.c131faef3b53fcf148ac64fe1220f1c5.jpg,640,640,unf,68,106,373,520
IMG_20220801_210336_jpg.rf.c141976ed2b6cf69ab5b7fd1a5a0b6b2.jpg,640,640,fer,188,45,527,517
IMG_20240525_132207_jpg.rf.c139b6ba6003ce6197f4f1917fc70e9d.jpg,640,640,unf,210,220,400,416
FERTILE-DOWN-088_jpg.rf.c15243e81f1904fa3f41937d8ce63498.jpg,640,640,fer,175,180,449,562
IMG_20231218_141739_jpg.rf.c15a16e154f48856eebfeff9cf760a9d.jpg,640,640,fer,200,336,344,500
INFERTILE-RIGHT-138_jpg.rf.c15f1d26ec126b7fb0731fe82532acf8.jpg,640,640,unf,118,158,562,476
IMG_20231218_141143_jpg.rf.c138b0d530e0593f6a634dbd31551825.jpg,640,640,fer,150,228,420,516
20220707_212048_jpg.rf.c14a1bb6ffe68c9f480f2328d0bba49e.jpg,640,640,fer,218,155,412,403
FERTILE-DOWN-189_jpg.rf.c14fdcb2f7908bbd07c5fce7e6c7df71.jpg,640,640,fer,94,74,488,534
20220625_012134_jpg.rf.c163f678ac1d9869dd02c3595c4a1e97.jpg,640,640,unf,232,247,353,437
IMG20231218141722_jpg.rf.c15bacfe7a6579b50b9aa9cb06dce6c8.jpg,640,640,fer,196,210,422,436
IMG_20231218_140751_jpg.rf.c150c04978ebe322c1f84b153699f1cf.jpg,640,640,fer,194,237,408,467
FERTILE-LEFT-242_jpg.rf.c164e14d11d49c20ae83aa868725518a.jpg,640,640,fer,58,108,556,486
INFERTILE-RIGHT-183_jpg.rf.c17560fd9eae3d8c17d7e09e7fff3a2b.jpg,640,640,unf,156,188,584,482
FERTILE-DOWN-042_jpg.rf.c16a88a4e96618d3b9d83e975ccbc3e6.jpg,640,640,fer,153,124,465,566
68_jpg.rf.c16c5ebdb9822dcb2c555e2adcc5f37b.jpg,640,640,unf,39,137,404,498
IMG_20231218_140845_jpg.rf.c18a1ac6387755fed469786ab57e59ca.jpg,640,640,unf,264,289,399,432
IMG_20231218_141022_jpg.rf.c185191fa18bda0df7062b1cf7e93ac0.jpg,640,640,unf,223,289,393,470
20220625_233949_jpg.rf.c16ac7c21eb6c3becf9c900feb436675.jpg,640,640,fer,204,216,344,416
INFERTILE-RIGHT-085_jpg.rf.c1766bc3f0f78ef17f7e35c8ad15d2cb.jpg,640,640,unf,154,106,514,474
20220707_212352_jpg.rf.c172c37416b6d6798d0a097207bb79cd.jpg,640,640,fer,224,80,448,364
IMG_20231218_141704_1_jpg.rf.c194bdec448c7c19481b97b98478e036.jpg,640,640,unf,194,144,368,326
